utc_tow,elapsed,solution_lon,solution_lat,solution_height,truth_lon,truth_lat,truth_height,solution_east_m,solution_north_m,solution_up_m,truth_east_m,truth_north_m,truth_up_m,ape_translation_m,ape_horizontal_m,attitude_error_deg,east_error_m,north_error_m,up_error_m,horizontal_error_m,spatial_error_m,fix_quality,satellites
120997.132129,4.50173997879,121.443296725,31.0306124802,17.18476565,121.44329668670915,31.030612544133568,17.16039006014502,-14.643566074535139,8.533332693998577,0.0688472153452615,-14.647221857971441,8.54042102732154,0.0444716254902815,0.025647194450598834,0.007975537750435604,0.4054222006574156,0.003655780519541901,-0.007088333457277625,0.024375589854980007,0.007975537750435604,0.025647194450598834,fixed,37.0
120997.232167,4.6017780304,121.44329124,31.0306120902,17.1859878721,121.4432912194333,31.03061222836388,17.16015970127685,-15.167241362861802,8.490093282064297,0.0700694374452624,-15.169204948314734,8.505411550583347,0.04424126662211236,0.030093179111683063,0.015443607770790454,0.35304568316548324,0.0019635838926977825,-0.015318268808006899,0.025828170823150032,0.015443607770790454,0.030093179111683063,fixed,37.0
120997.332205,4.701816082,121.443285743,31.0306116481,17.1861960236,121.44328570434118,31.03061180708596,17.16033727321983,-15.692062337993809,8.441077527608922,0.07027758894526315,-15.69575325373629,8.458704346847703,0.04441883856509321,0.03151194340070312,0.018009097858170956,0.36717919580093034,0.003690912826083178,-0.017626819570626815,0.025858750380169937,0.018009097858170956,0.03151194340070312,fixed,37.0
120997.432243,4.80185413361,121.443280177,31.0306111806,17.1877777176,121.44328011713506,31.030611303998143,17.160541069436142,-16.223471026224924,8.389245667979202,0.07185928294526178,-16.22918657532895,8.402926855598446,0.04462263478140471,0.031010923159207945,0.014827081708298533,0.3953442029910294,0.005715544618074014,-0.013681187876181151,0.02723664816385707,0.014827081708298533,0.031010923159207945,fixed,37.0
120997.532283,4.9018933773,121.443274506,31.0306106561,17.1864314349,121.44327445756953,31.030610728494924,17.158778993458117,-16.764904492829746,8.331094202044106,0.07051300024526341,-16.769528345966823,8.339120647731225,0.04286055880337969,0.029162670230196756,0.009263034991750583,0.4264289684189882,0.004623849534486992,-0.008026445834914736,0.027652441441883724,0.009263034991750583,0.029162670230196756,fixed,37.0
120997.632321,5.00193142891,121.443268751,31.0306100497,17.185634654,121.44326870594678,31.030610092860435,17.157309567024306,-17.314357779218398,8.263862459320709,0.0697162193452634,-17.31865919348124,8.268647668884455,0.041391132369568595,0.02904670238847048,0.006434311731933834,0.4496283938474102,0.004301410939048245,-0.0047852096502804834,0.028325086975694802,0.006434311731933834,0.02904670238847048,fixed,37.0
120997.732359,5.10196971893,121.443262916,31.0306093479,17.1862774352,121.44326287056685,31.030609371247976,17.15495518467047,-17.871448992218376,8.186053691151363,0.07035900054526323,-17.875786680550906,8.188642287844123,0.03903675001573248,0.031726955772182895,0.005051370540295001,0.49248856837191163,0.004337685011813465,-0.002588596738321563,0.03132225052953075,0.005051370540295001,0.031726955772182895,fixed,36.0
120997.832397,5.20200777054,121.443257012,31.0306085299,17.1853346154,121.44325696179986,31.030608572716268,17.155133846170248,-18.43512791588818,8.095361795472208,0.0694161807452609,-18.439920728161415,8.100108847755676,0.03921541151551011,0.030944983162698107,0.006745778003389033,0.5481421694156383,0.004792808644216559,-0.0047470523665671055,0.03020076922975079,0.006745778003389033,0.030944983162698107,fixed,36.0
120997.932435,5.30204582214,121.443251053,31.0306076458,17.186482612,121.4432510082357,31.030607702450354,17.154780098893262,-19.004057914406935,7.997341373922893,0.07056417734526121,-19.008331744149192,8.003622215015572,0.03886166423852444,0.032600059767056225,0.0075970099073794095,0.5230860026359022,0.004273826544825817,-0.006280841201428605,0.031702513106736774,0.0075970099073794095,0.032600059767056225,fixed,36.0
120998.032464,5.40207457542,121.443245107,31.0306066844,17.1827218039,121.44324501098906,31.03060677620599,17.152017541139468,-19.571746750397935,7.890750679401017,0.06680336924526387,-19.58091330643782,7.900929235472379,0.03609910648473047,0.03362113002701197,0.013697760131691899,0.384729236125676,0.009166549266746305,-0.010178556241711339,0.030704262760533396,0.013697760131691899,0.03362113002701197,fixed,36.0
120998.132502,5.50211286545,121.443239045,31.0306057015,17.176234141,121.44323894550288,31.030605775723856,17.14884778888628,-20.15051057827486,7.781776273400984,0.06031570634526062,-20.16000997295408,7.790005493465433,0.0329293542315412,0.030132552411942376,0.0125681515252574,0.4239697519835089,0.00949938775472203,-0.008229220196790645,0.027386352113719425,0.0125681515252574,0.030132552411942376,float,36.0
